"Name";"Age";"Date Of Birth";"Unique ID"
"Coquelin, Francis";"23";"13.05.1991";"34012022"
"Krychowiak, Grzegorz";"24";"29.01.1990";"34012402"
"Perisic, Ivan";"25";"02.02.1989";"34012563"
"Nounkeu, Dany";"28";"11.04.1986";"34013939"
"Dielna, Claude";"26";"14.12.1987";"34015982"
"Boenisch, Sebastian";"27";"01.02.1987";"35001645"
"?zil, Mesut";"25";"15.10.1988";"35002219"
"Boateng, J¨¦r?me";"25";"03.09.1988";"35002579"
"Harnik, Martin";"27";"10.06.1987";"35002612"
"Tr?sch, Christian";"26";"01.08.1987";"35003512"
"Aigner, Stefan";"26";"20.08.1987";"35004212"
"Tesche, Robert";"27";"27.05.1987";"35006190"
"Sam, Sidney";"26";"31.01.1988";"35006408"
"Mitroglou, Kostas";"26";"12.03.1988";"35006608"
"Holebas, Jos¨¦";"30";"27.06.1984";"35007230"
"Bender, Lars";"25";"27.04.1989";"35007385"
"Bender, Sven";"25";"27.04.1989";"35007386"
"Kraft, Thomas";"25";"22.07.1988";"35007943"
"Hummels, Mats";"25";"16.12.1988";"35007944"
"Ulreich, Sven";"25";"03.08.1988";"35008097"
"Szalai, ¨¢d¨¢m";"26";"09.12.1987";"35008102"
"Kruse, Max";"26";"19.03.1988";"35008236"
"Reinartz, Stefan";"25";"01.01.1989";"35008899"
"M¨¹ller, Nicolai";"26";"25.09.1987";"35009581"
"Schmelzer, Marcel";"26";"22.01.1988";"35011197"
"M¨¹ller, Thomas";"24";"13.09.1989";"35011448"
"Stindl, Lars";"25";"26.08.1988";"35011818"
"Sararer, Sercan";"24";"27.11.1989";"35012153"
"Fazlic, Dino";"22";"21.11.1991";"35013302"
"Subotic, Neven";"25";"10.12.1988";"35013755"
"Prib, Edgar";"24";"15.12.1989";"35014762"
"H?wedes, Benedikt";"26";"29.02.1988";"35015879"
"Choupo-Moting, Maxim";"25";"23.03.1989";"35015916"
"Badstuber, Holger";"25";"13.03.1989";"35016427"
"Baumann, Oliver";"24";"02.06.1990";"35017377"
"Jung, Sebastian";"24";"22.06.1990";"35017378"
"ter Stegen, Marc-Andr¨¦";"22";"30.04.1992";"35017428"
"G?tze, Mario";"22";"03.06.1992";"35017438"
"Merkel, Alexander";"22";"22.02.1992";"35017440"
"T?re, G?khan";"22";"20.01.1992";"35017569"
"Trapp, Kevin";"24";"08.07.1990";"35018013"
"Kesimal, Serdar";"25";"24.01.1989";"35020962"
"Gro?kreutz, Kevin";"25";"19.07.1988";"35021340"
"Hosiner, Philipp";"25";"15.05.1989";"35021631"
"Siovas, Dimitris";"25";"16.09.1988";"36002122"
"Samaris, Andreas";"25";"13.06.1989";"36017098"
"Papadopoulos, Kyriakos";"22";"23.02.1992";"36017184"
"Manolas, Kostas";"23";"14.06.1991";"36023421"
"Lodygin, Yury";"24";"26.05.1990";"36035619"
"Bougaidis, Mavroudis";"21";"01.06.1993";"36035629"
"Mavrias, Charis";"20";"21.02.1994";"36037880"
"Fortounis, Kostas";"21";"16.10.1992";"36042095"
"Stafylidis, Kostas";"20";"02.12.1993";"36045448"
"Gogic, Aleksandar";"20";"13.04.1994";"36062516"
"Polimos, Ilias";"18";"01.09.1995";"36078764"
"Lens, Jeremain";"26";"24.11.1987";"37000124"
"Pieters, Erik";"25";"07.08.1988";"37000517"
"Amrabat, Nordin";"27";"31.03.1987";"37001123"
"Viergever, Nick";"24";"03.08.1989";"37001736"
"Bruma, Jeffrey";"22";"13.11.1991";"37001807"
"Clasie, Jordy";"23";"27.06.1991";"37001809"
"de Vrij, Stefan";"22";"05.02.1992";"37001814"
"Martins Indi, Bruno";"22";"08.02.1992";"37001836"
"van La Parra, Rajiv";"23";"04.06.1991";"37001854"
"Strootman, Kevin";"24";"13.02.1990";"37002756"
"Cillessen, Jasper";"25";"22.04.1989";"37002936"
"Ghoochannejhad, Reza";"26";"20.09.1987";"37003353"
"van der Wiel, Gregory";"26";"03.02.1988";"37003378"
"de Jong, Siem";"25";"28.01.1989";"37003542"
"Arnautovic, Marko";"25";"19.04.1989";"37003555"
"Assaidi, Oussama";"25";"15.08.1988";"37004301"
"Blind, Daley";"24";"09.03.1990";"37005632"
"van Rhijn, Ricardo";"23";"13.06.1991";"37005675"
"Narsingh, Luciano";"23";"13.09.1990";"37006629"
"Douglas";"26";"12.01.1988";"37007329"
"de Jong, Luuk";"23";"27.08.1990";"37008621"
"Maher, Adam";"20";"20.07.1993";"37012969"
"Verbeek, Danny";"23";"15.08.1990";"37013183"
"Roos, Kelle";"22";"31.05.1992";"37013324"
"Schmeltz, Sidney";"25";"08.06.1989";"37017767"
"Klaassen, Davy";"21";"21.02.1993";"37018393"
"John, Ola";"22";"19.05.1992";"37018923"
"Labyad, Zakaria";"21";"09.03.1993";"37018928"
"Bacuna, Leandro";"22";"21.08.1991";"37019044"
"Parzyszek, Piotr";"20";"08.09.1993";"37020446"
"van Ginkel, Marco";"21";"01.12.1992";"37022040"
"David, Chris";"21";"06.03.1993";"37022069"
"Wildschut, Yanic";"22";"01.11.1991";"37024062"
"Kongolo, Terence";"20";"14.02.1994";"37024279"
"Depay, Memphis";"20";"13.02.1994";"37024470"
"Veltman, Jo?l";"22";"15.01.1992";"37024733"
"Ak¨¦, Nathan";"19";"18.02.1995";"37025551"
"Willems, Jetro";"20";"30.03.1994";"37025569"
"Veldwijk, Lars";"22";"21.08.1991";"37025685"
"Kishna, Ricardo";"19";"04.01.1995";"37026080"
"Slager, Denzel";"21";"02.02.1993";"37028473"
"Bakkali, Zakaria";"18";"26.01.1996";"37039258"
"Basacikoglu, Bilal";"19";"26.03.1995";"37040606"
"Zivkovic, Richairo";"17";"05.09.1996";"37042017"
"Kongolo, Rodney";"16";"09.01.1998";"37045568"
"Nouri, Abdelhak";"17";"02.04.1997";"37045583"
"Dilrosun, Javairo";"16";"22.06.1998";"37049339"
"Fosu-Mensah, Timothy";"16";"02.01.1998";"37051102"
"Bogd¨¢n, ¨¢d¨¢m";"26";"27.09.1987";"38000461"
"Bajner, B¨¢lint";"23";"18.11.1990";"38004812"
"Gunnarsson, Aron";"24";"22.09.1989";"39001034"
"Sigurearson, Bj?rn";"23";"26.02.1991";"39002766"
"Sigt¨®rsson, Kolbeinn";"24";"14.03.1990";"39002861"
"Guemundsson, J¨®hann Berg";"23";"27.10.1990";"39007034"
"¨¢smundsson, Emil";"19";"08.05.1995";"39030231"
"L¨¢russon, Ragnar M¨¢r";"17";"09.06.1997";"39035525"
"Scheving, Sindri";"16";"19.11.1997";"39035552"
"Urbancic, T¨®mas Ingi";"17";"13.11.1996";"39035558"
"Andr¨¦sson, Axel ¨®skar";"16";"27.01.1998";"39035982"
"Bellusci, Giuseppe";"24";"21.08.1989";"43000005"
"Lanzoni, Matteo";"25";"18.07.1988";"43000092"
"Somma, Davide";"29";"26.03.1985";"43001233"
"Balotelli, Mario";"23";"12.08.1990";"43001238"
"Ogbonna, Angelo";"26";"23.05.1988";"43006340"
"Poli, Andrea";"24";"29.09.1989";"43006570"
"Bonaventura, Giacomo";"24";"22.08.1989";"43006720"
"Obi, Joel";"23";"22.05.1991";"43008775"
"Destro, Mattia";"23";"20.03.1991";"43008779"
"Faraoni, Marco Davide";"22";"25.10.1991";"43008971"
"Immobile, Ciro";"24";"20.02.1990";"43010773"
"Inler, G?khan";"30";"27.06.1984";"43012402"
"Santon, Davide";"23";"02.01.1991";"43016424"
"Aubameyang, Pierre-Emerick";"25";"18.06.1989";"43017197"
"Koz¨¢k, Libor";"25";"30.05.1989";"43023887"
"Verratti, Marco";"21";"05.11.1992";"43026579"
"Trotta, Marcello";"21";"29.09.1992";"43030618"
"El Shaarawy, Stephan";"21";"27.10.1992";"43036636"
"De Sciglio, Mattia";"21";"20.10.1992";"43037008"
"Peprah, Emmanuel";"25";"16.06.1989";"43040900"
"Doukara, Souleymane";"22";"29.09.1991";"43041081"
"Silvestri, Marco";"23";"02.03.1991";"43041142"
"Florenzi, Alessandro";"23";"11.03.1991";"43041177"
"Insigne, Lorenzo";"23";"04.06.1991";"43043933"
"Bartolini, Matteo";"23";"27.02.1991";"43043976"
"Ortobelli, Alex";"22";"21.09.1991";"43043978"
"Tonizzo, Francesco";"23";"10.01.1991";"43043981"
"Schelotto, Ezequiel";"25";"23.05.1989";"43048983"
"Oduamadi, Nnamdi";"23";"17.10.1990";"43052341"
"Alhassan, Masahudu";"21";"01.12.1992";"43061298"
"Boakye, Richmond";"21";"28.01.1993";"43061332"
"Acquah, Afriyie";"22";"05.01.1992";"43062372"
"Verre, Valerio";"20";"11.01.1994";"43067334"
"Del Fabro, Dario";"19";"24.03.1995";"43067936"
"Battocchio, Cristian";"22";"10.02.1992";"43072700"
"Bello, Daniel";"22";"12.01.1992";"43072709"
"Gracco, Gianluca";"24";"19.06.1990";"43073418"
"Trani, Tommaso";"20";"30.12.1993";"43075065"
"Rugani, Daniele";"19";"29.07.1994";"43083931"
"Duncan, Alfred";"21";"10.03.1993";"43084308"
"Sbardella, Simone";"21";"17.04.1993";"43089762"
"Cristante, Bryan";"19";"03.03.1995";"43091113"
"Zielinski, Piotr";"20";"20.05.1994";"43093171"
"Romagnoli, Alessio";"19";"12.01.1995";"43093395"
"Keita, Balde";"19";"08.03.1995";"43093942"
"Benedicic, Zan";"18";"03.10.1995";"43093965"
"Capitani, Matteo";"18";"02.06.1996";"43094069"
"Cerri, Alberto";"18";"16.04.1996";"43094070"
"Nutta, Tommaso";"20";"03.05.1994";"43094151"
"Nicoletti, Davide";"20";"04.01.1994";"43094155"
"Serini, Nicola";"20";"17.01.1994";"43094162"
"Scuffet, Simone";"18";"31.05.1996";"43094163"
"Syku, Tom";"18";"21.09.1995";"43094164"
"Berardi, Domenico";"19";"01.08.1994";"43094553"
"Camigliano, Agostino";"19";"11.07.1994";"43096319"
"Berra, Filippo";"19";"06.02.1995";"43114149"
"Presotto, Marco";"18";"01.03.1996";"43114151"
"Saitta, Marco";"19";"18.03.1995";"43114982"
"Bochniewicz, Pawel";"18";"30.01.1996";"43122975"
"Puto, Daniel";"18";"15.04.1996";"43123611"
"Bruno Fernandes";"19";"08.09.1994";"43124203"
"Boskovic, Aleksandar";"18";"01.04.1996";"43124697"
"Borsetta, Andrea";"19";"14.02.1995";"43124698"
"Riccardi, Davide";"18";"09.04.1996";"43124700"
"Peressini, Edoardo";"17";"22.10.1996";"43124701"
"Perfetto, Filippo";"18";"09.01.1996";"43124702"
"Bonilla, Joan";"18";"12.02.1996";"43124703"
"Bezzo, Luca";"18";"15.03.1996";"43124704"
"Bertoia, Marco";"19";"24.05.1995";"43124705"
"Benedetti, Mattia";"18";"15.07.1995";"43124709"
"Dia Pape, Ndiaga";"21";"20.04.1993";"43124710"
"Codromaz, Roberto";"18";"14.10.1995";"43124713"
"Vecchio, Nicola";"17";"07.02.1997";"43130636"
"Meret, Alex";"17";"22.03.1997";"43140326"
"Perisan, Samuele";"16";"21.08.1997";"43140327"
"Francescutti, Elia";"17";"10.05.1997";"43140328"
"Zossi, Davide";"16";"25.11.1997";"43140329"
"Baruzzini, Elia";"16";"12.11.1997";"43140330"
"Borgobello, Omar";"17";"27.01.1997";"43140331"
"Guerra, Roberto";"17";"18.03.1997";"43140332"
"Maghzaoui, Taha";"17";"17.01.1997";"43140333"
"Magnino, Luca";"16";"13.08.1997";"43140334"
"Pontisso, Simone";"17";"20.03.1997";"43140336"
"Cavaliere, Antonio";"16";"31.07.1997";"43140338"
"D'Odorico, Alessandro";"17";"03.02.1997";"43140339"
"Matic, Marko";"17";"29.05.1997";"43140341"
"Bonazzoli, Federico";"17";"21.05.1997";"43143486"
"Romagna, Filippo";"17";"26.05.1997";"43152269"
"De Vido, Alessio";"16";"22.08.1997";"43155209"
"Vicario, Guglielmo";"17";"07.10.1996";"43155241"
"Coppolaro, Mauro";"17";"10.04.1997";"43159454"
"Puntar, Manuel";"18";"10.01.1996";"43159600"
"Bortoluzzi, Andrea";"17";"25.01.1997";"43161772"
"Ciave, Daniel";"16";"22.07.1997";"43161773"
"Iussig, Emanuele";"16";"24.09.1997";"43161774"
"Taufer, Melkamu";"16";"08.02.1998";"43163024"
"Mastour, Hachim";"16";"15.06.1998";"43163320"
"Condolo, Simone";"15";"26.07.1998";"43192549"
"Clocchiatti, Jacopo";"15";"28.07.1998";"43193269"
"Mirabelli, Davide";"16";"03.02.1998";"43193272"
"Bovolon, Edoardo";"16";"05.06.1998";"43193273"
"Geromin, Andrea";"16";"05.03.1998";"43193274"
"Goz, Gianluca";"15";"19.08.1998";"43193275"
"Variola, Guido";"16";"16.02.1998";"43193277"
"Armenakas, Panos";"15";"05.08.1998";"43204335"
"Arcaba, Aleksandar";"16";"19.05.1998";"43207029"
"Parpinel, Alberto";"16";"23.03.1998";"43207178"
"Aste, Damiano";"16";"17.01.1998";"43207661"
"Callegaro, Erik";"16";"06.03.1998";"43207695"
"Franchetto, Andrea";"16";"14.12.1997";"43207766"
"Jankto, Jacub";"18";"19.01.1996";"43207792"
"Lenardi, Gabriele";"16";"23.01.1998";"43207798"
"Mincione, Gioele";"16";"11.02.1998";"43207819"
"Presello, Emanuele";"16";"07.07.1998";"43207868"
"Trentin, Giovanni";"16";"05.03.1998";"43207911"
"Kagawa, Shinji";"25";"17.03.1989";"45001639"
"Doumbia, Seydou";"26";"31.12.1987";"45001742"
"Nagatomo, Y?to";"27";"12.09.1986";"45005331"
"Yoshida, Maya";"25";"24.08.1988";"45005892"
"Kiyotake, Hiroshi";"24";"12.11.1989";"45006041"
"Sakai, G?toku";"23";"14.03.1991";"45015318"
"Nagai, Kensuke";"25";"05.03.1989";"45025032"
"Tanaka, Jun'ya";"26";"15.07.1987";"45025740"
"Ono, Y?ji";"21";"22.12.1992";"45034288"
"Zerafa, Joseph";"26";"31.03.1988";"47002217"
"Cau?a, Aleksandrs";"26";"19.01.1988";"47004052"
"Maksimenko, Vitalijs";"23";"08.12.1990";"47005300"
"Vela, Carlos";"25";"01.03.1989";"51000001"
"Esparza, Omar";"26";"21.05.1988";"51000027"
"Araujo, Patricio";"26";"30.01.1988";"51000028"
"Ju¨¢rez, Efra¨ªn";"26";"22.02.1988";"51000041"
"Moreno, H¨¦ctor";"26";"17.01.1988";"51000042"
"Dom¨ªnguez, Julio C¨¦sar";"26";"08.11.1987";"51000273"
"Lay¨²n, Miguel";"26";"25.06.1988";"51000344"
"Hern¨¢ndez, Javier";"26";"01.06.1988";"51001380"
"D¨¢vila, Ulises";"23";"13.04.1991";"51001715"
"Molina, Jes¨²s";"26";"29.03.1988";"51001730"
"Fabi¨¢n, Marco";"24";"21.07.1989";"51002595"
"Aquino, Javier";"24";"11.02.1990";"51010463"
"Ponce, Miguel ¨¢ngel";"25";"12.04.1989";"51010866"
"Enr¨ªquez, Jorge";"23";"08.01.1991";"51010887"
"Araujo, N¨¦stor";"22";"29.08.1991";"51011883"
"Jim¨¦nez, Ra¨²l";"23";"05.05.1991";"51013463"
"Fierro, Carlos";"19";"24.07.1994";"51013953"
"Lozano, Hirving";"18";"30.07.1995";"51042313"
"Smith, Michael";"25";"04.09.1988";"52001886"
"Doyle, Eoin";"26";"12.03.1988";"52007389"
"O'Shea, Jay";"25";"10.08.1988";"52007986"
"Meyler, David";"25";"29.05.1989";"52008880"
"Madden, Paddy";"24";"04.03.1990";"52012231"
"McAllister, David";"25";"29.12.1988";"52012283"
"Stevens, Enda";"23";"09.07.1990";"52012309"
"Mooney, Jason";"25";"26.02.1989";"52014329"
"McClean, James";"25";"22.04.1989";"52014383"
"Dallas, Stuart";"23";"19.04.1991";"52014865"
"McLaughlin, Stephen";"24";"14.06.1990";"52025487"
"Winchester, Carl";"21";"12.04.1993";"52026701"
"Long, Kevin";"23";"18.08.1990";"52028065"
"McCarey, Aaron";"22";"14.01.1992";"52029704"
"Doherty, Matt";"22";"17.01.1992";"52032335"
"Keohane, Jimmy";"23";"22.01.1991";"52032604"
"Dawson, Kevin";"24";"30.06.1990";"52033331"
"Carroll, Jake";"22";"10.08.1991";"52036202"
"Corry, Paul";"23";"03.02.1991";"52039592"
"Feely, Kevin";"21";"30.08.1992";"52040139"
"Donnelly, Rory";"22";"18.02.1992";"52041178"
"McEneff, Aaron";"18";"09.07.1995";"52045391"
"Maguire, Sean";"20";"01.05.1994";"52048002"
"Long, Sean";"19";"02.05.1995";"52058545"
"Sweeney, Pierce";"19";"11.09.1994";"52058629"
"Lenihan, Brian";"20";"08.06.1994";"52059866"
"McLaughlin, Ben";"19";"15.04.1995";"52059943"
"White, Paul";"19";"11.10.1994";"52060380"
"Mahon, John";"18";"09.11.1995";"52061171"
"O'Hanlon, Josh";"18";"25.09.1995";"52063575"
"Browne, Alan";"19";"15.04.1995";"52064763"
"McDaid, Robbie";"17";"23.10.1996";"52065212"
"McDonnell, Adam";"17";"14.05.1997";"52071040"
"Larsen Kwarasey, Adam";"26";"12.12.1987";"53001580"
"Wolff Eikrem, Magnus";"23";"08.08.1990";"53008090"
"Diouf, Mame";"26";"01.12.1987";"53016763"
"Knudsen, Morten";"27";"28.10.1986";"53017110"
"King, Joshua";"22";"15.01.1992";"53020695"
"Rogne, Thomas";"24";"29.06.1990";"53020851"
"M?ller D?hli, Mats";"19";"02.03.1995";"53057820"
"Tronstad, Sondre";"18";"26.08.1995";"53072019"
"Celina, Bersant";"17";"09.09.1996";"53087151"
"Krysiak, Artur";"24";"11.08.1989";"54002034"
"Majewski, Radoslaw";"27";"15.12.1986";"54002897"
"Klich, Mateusz";"24";"13.06.1990";"54005896"
"Skorupski, Lukasz";"23";"05.05.1991";"54009099"
"Patr¨ªcio, Rui";"26";"15.02.1988";"55000929"
"Diego Costa";"25";"07.10.1988";"55002038"
"Neto";"26";"26.05.1988";"55002114"
"Lic¨¢";"25";"08.09.1988";"55008674"
"Djalma";"27";"30.05.1987";"55008689"
"Martins, Andr¨¦";"24";"21.01.1990";"55009957"
"Oliveira, N¨¦lson";"22";"08.08.1991";"55011049"
"Andr¨¦ Almeida";"23";"10.09.1990";"55011100"
"Sami";"25";"18.12.1988";"55011410"
"¨¦der";"26";"22.12.1987";"55011711"
"S¨ªlvio";"26";"28.09.1987";"55011718"
"William Carvalho";"22";"07.04.1992";"55012106"
"Pizzi";"24";"06.10.1989";"55012829"
"Josu¨¦";"23";"17.09.1990";"55013011"
"Heldon";"25";"14.11.1988";"55014369"
"Betinho";"20";"21.07.1993";"55022388"
"Paulo Jorge";"21";"18.01.1993";"55022427"
"Jo?o Teixeira";"21";"18.01.1993";"55022472"
"Matt Jones";"27";"05.11.1986";"55022493"
"Davidson, Jason";"23";"29.06.1991";"55022903"
"Lu¨ªs Martins";"22";"10.06.1992";"55024260"
"Abdoulaye";"23";"01.01.1991";"55024504"
"J¨²nior";"22";"18.01.1992";"55024939"
"Bruma";"19";"24.10.1994";"55026952"
"Z¨¦ Lu¨ªs";"23";"24.01.1991";"55027773"
"Ivan Cavaleiro";"20";"18.10.1993";"55027975"
"Dier, Eric";"20";"15.01.1994";"55032265"
"Atsu, Christian";"22";"10.01.1992";"55038591"
"Ilori, Tiago";"21";"26.02.1993";"55038675"
"Lopes, Marcos";"18";"28.12.1995";"55038681"
"Tijane";"23";"28.06.1991";"55045987"
"Floro, Rafael";"20";"19.01.1994";"55061736"
"Bancessi, Eus¨¦bio";"18";"04.08.1995";"55061766"
"Rafa";"21";"17.05.1993";"55063493"
"Vezo, R¨²ben";"20";"25.04.1994";"55067158"
"Ruben Neves";"17";"13.03.1997";"55070307"
"Williams, Shaun";"27";"19.10.1986";"56000036"
"Sammon, Conor";"27";"06.11.1986";"56001120"
"Amond, P¨¢draig";"26";"15.04.1988";"56001329"
"Coleman, Seamus";"25";"11.10.1988";"56001681"
"Rusescu, Raul";"25";"09.07.1988";"57002353"
"Gardo?, Florin";"25";"29.10.1988";"57003318"
"Tucudean, George";"23";"03.04.1991";"57007229"
"Maxim, Alexandru";"24";"08.07.1990";"57024538"
"Chiriche?, Vlad";"24";"14.11.1989";"57024540"
"Traor¨¦, Lacina";"23";"20.08.1990";"57033651"
"Rotariu, Dorin";"18";"29.07.1995";"57084632"
"Vasi, Emanuel";"16";"15.08.1997";"57119946"
"Dzagoev, Alan";"24";"17.06.1990";"58004497"
"Smolnikov, Igor";"25";"08.08.1988";"58010292"
"Shatov, Oleg";"23";"29.07.1990";"58014745"
"Vasin, Victor";"25";"06.10.1988";"58024327"
"Schennikov, Georgy";"23";"27.04.1991";"58030742"
"Mogilevets, Pavel";"21";"25.01.1993";"58071072"
"Mkhitaryan, Henrikh";"25";"21.01.1989";"59006269"
"Ghazaryan, Gevorg";"26";"05.04.1988";"59006275"
"Murdoch, Stewart";"24";"09.05.1990";"61002185"
"McCarthy, James";"23";"12.11.1990";"61002273"
"McGinn, Stephen";"25";"02.12.1988";"61002588"
"Fleck, John";"22";"24.08.1991";"61003328"
"Ness, Jamie";"23";"02.03.1991";"61004515"
"Naismith, Kal";"22";"18.02.1992";"61006548"
"Tidser, Michael";"24";"15.01.1990";"61006799"
"Russell, Johnny";"24";"08.04.1990";"61006880"
"Forsyth, Craig";"25";"24.02.1989";"61006895"
"Balatoni, Conrad";"23";"27.01.1991";"61007924"
"Little, Andy";"25";"12.05.1989";"61008379"
"Halliday, Andrew";"22";"11.10.1991";"61011716"
"Hemmings, Kane";"22";"08.04.1992";"61011778"
"McCabe, Rhys";"21";"24.07.1992";"61013305"
"Bell, Fergus";"23";"25.01.1991";"61013696"
"Hutchinson, Shaun";"23";"23.11.1990";"61014755"
"McNeil, Ewan";"20";"04.10.1993";"61019002"
"Wallace, Murray";"21";"10.01.1993";"61023154"
"May, Stevie";"21";"03.11.1992";"61023285"
"Fyvie, Fraser";"21";"27.03.1993";"61026152"
"Taylor-Sinclair, Aaron";"23";"08.04.1991";"61026790"
"Kingsley, Stephen";"19";"23.07.1994";"61028547"
"Horner, Lewis";"22";"01.02.1992";"61028672"
"McNulty, Marc";"22";"13.05.1992";"61028712"
"Grimmer, Jack";"20";"25.01.1994";"61031508"
"Fulton, Jay";"20";"04.04.1994";"61033344"
"Fraser, Ryan";"20";"24.02.1994";"61036775"
"Watt, Tony";"20";"29.12.1993";"61038982"
"Gafaiti, Adel";"19";"13.09.1994";"61040300"
"Feruz, Islam";"18";"10.09.1995";"61041665"
"Kennedy, Matthew";"19";"01.11.1994";"61042103"
"Scougall, Stefan";"21";"07.12.1992";"61042112"
"Gauld, Ryan";"18";"16.12.1995";"61042729"
"Robertson, Andrew";"20";"11.03.1994";"61043456"
"Johnstone, Denny";"19";"09.01.1995";"61043915"
"Fisher, Darnell";"20";"04.04.1994";"61043916"
"Elliott, Christie";"23";"26.05.1991";"61043947"
"Alabi, James";"19";"08.11.1994";"61045140"
"McGrandles, Conor";"18";"24.09.1995";"61056254"
"King, Adam";"18";"11.10.1995";"61057184"
"Donaldson, Coll";"19";"09.04.1995";"61057250"
"Craigen, James";"23";"28.03.1991";"61058063"
"Thomas, Zeph";"24";"14.11.1989";"61059324"
"Bia-bi, Botti";"18";"08.03.1996";"61060544"
"Coogans, Liam";"17";"31.10.1996";"61061634"
"Matic, Nemanja";"25";"01.08.1988";"62000307"
"Scepovic, Stefan";"24";"10.01.1990";"62000339"
"Fejsa, Ljubomir";"25";"14.08.1988";"62000815"
"Stevanovic, Miroslav";"23";"29.07.1990";"62011842"
"Ljajic, Adem";"22";"13.09.1991";"62012544"
"Savic, Stefan";"23";"08.01.1991";"62012567"
"Djuricic, Filip";"22";"30.01.1992";"62015188"
"Jojic, Milos";"22";"19.03.1992";"62039554"
"Scepovic, Marko";"23";"23.05.1991";"62042452"
"Nastasic, Matija";"21";"28.03.1993";"62055271"
"Markovic, Lazar";"20";"02.03.1994";"62055906"
"Kosovic, Nebojsa";"19";"24.02.1995";"62076361"
"Zivkovic, Andrija";"17";"11.07.1996";"62082823"
"Bakic, Marko";"20";"01.11.1993";"62082866"
"Boljevic, Aleksandar";"18";"12.12.1995";"62093810"
"Mitrovic, Aleksandar";"19";"16.09.1994";"62096282"
"Jovic, Luka";"16";"23.12.1997";"62113639"
"Zabret, Gregor";"18";"18.08.1995";"62115703"
"Milinkovic Savic, Vanja";"17";"20.02.1997";"62142830"
"Kiss, Filip";"23";"13.10.1990";"63002451"
"Dionatan Teixeira";"21";"24.07.1992";"63010911"
"Belec, Vid";"24";"06.06.1990";"64001280"
"Krhin, Rene";"24";"21.05.1990";"64001295"
"Velikonja, Etien";"25";"26.12.1988";"64001518"
"Milec, Martin";"22";"20.09.1991";"64004306"
"Vuckic, Haris";"21";"21.08.1992";"64005542"
"Oblak, Jan";"21";"07.01.1993";"64016316"
"Enoh, Eyong";"28";"23.03.1986";"65001192"
"Khumalo, Bongani";"27";"06.01.1987";"65001846"
"Emenike, Emmanuel";"27";"10.05.1987";"65002357"
"Serero, Thulani";"24";"11.04.1990";"65002503"
"Ki, Sung-Yeung";"25";"24.01.1989";"66000674"
"Koo, Ja-Cheol";"25";"27.02.1989";"66001373"
"Yun Suk-Young";"24";"13.02.1990";"66002206"
"Kim Bo-Kyung";"24";"06.10.1989";"66010001"
"Pedro Le¨®n";"27";"24.11.1986";"67005397"
"Adri¨¢n";"27";"03.01.1987";"67006173"
"Asenjo, Sergio";"25";"28.06.1989";"67006488"
"Oriol, Edu";"27";"05.11.1986";"67006859"
"Oriol, Joan";"27";"05.11.1986";"67006863"
"Herrera, Ander";"24";"14.08.1989";"67009261"
"Cala";"24";"26.11.1989";"67010346"
"Aspas, Iago";"26";"01.08.1987";"67010455"
"Callej¨®n, Jos¨¦";"27";"11.02.1987";"67011213"
"Mata, Juan";"26";"28.04.1988";"67011232"
"Cheryshev, Denis";"23";"26.12.1990";"67011250"
"Bessone, Federico";"30";"23.01.1984";"67012814"
"Borja G¨®mez";"26";"14.05.1988";"67014130"
"Mej¨ªas, Tom¨¢s";"25";"30.01.1989";"67014134"
"Andr¨¦s";"27";"17.12.1986";"67015052"
"Nolito";"27";"15.10.1986";"67017094"
"Thiago";"23";"11.04.1991";"67022040"
"¨¢ngel";"28";"19.01.1986";"67022699"
"De Val, Marc";"24";"15.02.1990";"67024245"
"Olazabal, Oier";"24";"11.10.1989";"67029330"
"Saunders, George";"25";"10.06.1989";"67029478"
"De Gea, David";"23";"07.11.1990";"67030171"
"Nacho";"24";"18.01.1990";"67030696"
"Parejo, Dani";"25";"16.04.1989";"67030707"
"Azpilicueta, C¨¦sar";"24";"28.08.1989";"67033300"
"Luna, Antonio";"23";"17.03.1991";"67034505"
"Dom¨ªnguez, ¨¢lvaro";"25";"15.05.1989";"67037294"
"Robles, Joel";"24";"17.06.1990";"67037306"
"Iturraspe, Ander";"25";"08.03.1989";"67037562"
"Muniain, Iker";"21";"19.12.1992";"67037570"
"dos Santos, Jonathan";"24";"26.04.1990";"67038643"
"Rochina, Rub¨¦n";"23";"23.03.1991";"67038648"
"Illarramendi, Asier";"24";"08.03.1990";"67039257"
"Bruno";"30";"12.06.1984";"67040650"
"Romeu, Oriol";"22";"24.09.1991";"67043255"
"Jona";"25";"07.01.1989";"67044739"
"Ceballos, Cristian";"21";"03.12.1992";"67046407"
"Muniesa, Marc";"22";"27.03.1992";"67046414"
"Tello, Cristian";"22";"11.08.1991";"67046417"
"Icardi, Mauro";"21";"19.02.1993";"67046662"
"Koke";"22";"08.01.1992";"67047092"
"Alba, Jordi";"25";"21.03.1989";"67052513"
"Canales, Sergio";"23";"16.02.1991";"67053076"
"Montoya, Mart¨ªn";"23";"14.04.1991";"67053464"
"Juanfran";"25";"11.09.1988";"67055268"
"Joselu";"24";"27.03.1990";"67055991"
"Bartra, Marc";"23";"15.01.1991";"67063004"
"Rond¨®n, Salom¨®n";"24";"16.09.1989";"67063933"
"Amat, Jordi";"22";"21.03.1992";"67064765"
